Query,Value,Date,Keyword,Type
کد همراه اول,100,2019-05-01,همراه اول, TOP
همراه اول اینترنت,81,2019-05-01,همراه اول, TOP
همراه اول پیشواز,68,2019-05-01,همراه اول, TOP
شارژ همراه اول,54,2019-05-01,همراه اول, TOP
بسته همراه اول,45,2019-05-01,همراه اول, TOP
کد پیشواز همراه اول,40,2019-05-01,همراه اول, TOP
آهنگ پیشواز همراه اول,32,2019-05-01,همراه اول, TOP
اهنگ پیشواز همراه اول,20,2019-05-01,همراه اول, TOP
سیم کارت همراه اول,19,2019-05-01,همراه اول, TOP
بسته اینترنت همراه اول,18,2019-05-01,همراه اول, TOP
مکالمه همراه اول,17,2019-05-01,همراه اول, TOP
ایرانسل,17,2019-05-01,همراه اول, TOP
کد اینترنت همراه اول,15,2019-05-01,همراه اول, TOP
کد آهنگ پیشواز همراه اول,15,2019-05-01,همراه اول, TOP
همراه اول قبض,14,2019-05-01,همراه اول, TOP
کد اهنگ پیشواز همراه اول,13,2019-05-01,همراه اول, TOP
شماره همراه اول,12,2019-05-01,همراه اول, TOP
انتقال شارژ همراه اول,11,2019-05-01,همراه اول, TOP
خط همراه اول,11,2019-05-01,همراه اول, TOP
کد شارژ همراه اول,11,2019-05-01,همراه اول, TOP
بسته های همراه اول,11,2019-05-01,همراه اول, TOP
همراه من,10,2019-05-01,همراه اول, TOP
همراه اول من,10,2019-05-01,همراه اول, TOP
خرید بسته همراه اول,10,2019-05-01,همراه اول, TOP
تنظیمات همراه اول,9,2019-05-01,همراه اول, TOP
هدیه رمضان همراه اول,Breakout,2019-05-01,همراه اول, RISING
هدیه ماه رمضان همراه اول,Breakout,2019-05-01,همراه اول, RISING
اعتبار قابل تخصیص همراه اول,Breakout,2019-05-01,همراه اول, RISING
طرح رمضان همراه اول,"+2,800%",2019-05-01,همراه اول, RISING
باشگاه فیروزه ای,+250%,2019-05-01,همراه اول, RISING
باشگاه فیروزه ای همراه اول,+250%,2019-05-01,همراه اول, RISING
باشگاه مشتریان همراه اول,+200%,2019-05-01,همراه اول, RISING
کد دوشنبه سوری همراه اول,+200%,2019-05-01,همراه اول, RISING
فیلیمو همراه اول,+160%,2019-05-01,همراه اول, RISING
کد دوشنبه سوری های همراه اول,+110%,2019-05-01,همراه اول, RISING
دوشنبه سوری همراه اول,+110%,2019-05-01,همراه اول, RISING
طریقه انتقال شارژ همراه اول به همراه اول,+110%,2019-05-01,همراه اول, RISING
سهام همراه اول,+100%,2019-05-01,همراه اول, RISING
کد شنیدن پیشواز همراه اول,+100%,2019-05-01,همراه اول, RISING
کد باقیمانده اینترنت همراه اول دائمی,+80%,2019-05-01,همراه اول, RISING
استعلام مانده حساب همراه اول,+80%,2019-05-01,همراه اول, RISING
روش اطلاع از باقیمانده شارژ همراه اول,+70%,2019-05-01,همراه اول, RISING
تغییر آهنگ پیشواز همراه اول,+60%,2019-05-01,همراه اول, RISING
طرح مکالمه رایگان همراه اول,+60%,2019-05-01,همراه اول, RISING
کد باقی مانده اینترنت همراه اول,+50%,2019-05-01,همراه اول, RISING
کدهای پیشواز همراه اول,+50%,2019-05-01,همراه اول, RISING
آهنگ پیشواز همراه اول جدید,+50%,2019-05-01,همراه اول, RISING
استعلام بسته اینترنت همراه اول,+50%,2019-05-01,همراه اول, RISING
اینترنت هدیه همراه اول,+50%,2019-05-01,همراه اول, RISING
کد استعلام اینترنت همراه اول,+40%,2019-05-01,همراه اول, RISING
اینترنت ایرانسل,100,2019-06-01,ایرانسل, TOP
ایرانسل شارژ,89,2019-06-01,ایرانسل, TOP
کد ایرانسل,83,2019-06-01,ایرانسل, TOP
پیشواز ایرانسل,55,2019-06-01,ایرانسل, TOP
ایرانسل من,52,2019-06-01,ایرانسل, TOP
بسته ایرانسل,48,2019-06-01,ایرانسل, TOP
کد پیشواز ایرانسل,29,2019-06-01,ایرانسل, TOP
آهنگ پیشواز ایرانسل,24,2019-06-01,ایرانسل, TOP
سیم کارت ایرانسل,22,2019-06-01,ایرانسل, TOP
بسته اینترنت ایرانسل,22,2019-06-01,ایرانسل, TOP
مودم ایرانسل,22,2019-06-01,ایرانسل, TOP
اهنگ پیشواز ایرانسل,20,2019-06-01,ایرانسل, TOP
شماره ایرانسل,20,2019-06-01,ایرانسل, TOP
خرید شارژ,19,2019-06-01,ایرانسل, TOP
خرید شارژ ایرانسل,19,2019-06-01,ایرانسل, TOP
کد اینترنت ایرانسل,16,2019-06-01,ایرانسل, TOP
کد شارژ ایرانسل,16,2019-06-01,ایرانسل, TOP
کد آهنگ پیشواز ایرانسل,15,2019-06-01,ایرانسل, TOP
کد اهنگ پیشواز ایرانسل,14,2019-06-01,ایرانسل, TOP
خرید بسته ایرانسل,14,2019-06-01,ایرانسل, TOP
خرید اینترنت ایرانسل,14,2019-06-01,ایرانسل, TOP
ایرانسل من دانلود,14,2019-06-01,ایرانسل, TOP
بسته های ایرانسل,13,2019-06-01,ایرانسل, TOP
تنظیمات اینترنت ایرانسل,10,2019-06-01,ایرانسل, TOP
انتقال شارژ ایرانسل,10,2019-06-01,ایرانسل, TOP
دانلود تلگرام ایکس برای ایرانسل,Breakout,2019-06-01,ایرانسل, RISING
کد شارژ اضطراری ایرانسل چیست,"+3,750%",2019-06-01,ایرانسل, RISING
کد پیشواز ایرانسل مهراد جم,+600%,2019-06-01,ایرانسل, RISING
برای حذف آهنگ پیشواز ایرانسل,+250%,2019-06-01,ایرانسل, RISING
دانلود برنامه ایرانسل من برای ایفون,+180%,2019-06-01,ایرانسل, RISING
ایرانسل من تحت وب,+120%,2019-06-01,ایرانسل, RISING
نصب ایرانسل من بر روی ios,+110%,2019-06-01,ایرانسل, RISING
خرید بسته اینترنت ثابت ایرانسل,+90%,2019-06-01,ایرانسل, RISING
حذف پیامک تبلیغاتی ایرانسل,+80%,2019-06-01,ایرانسل, RISING
شارژ اینترنت ثابت ایرانسل,+80%,2019-06-01,ایرانسل, RISING
کد مانده شارژ ایرانسل,+70%,2019-06-01,ایرانسل, RISING
کد دستوری مانده اینترنت ایرانسل,+70%,2019-06-01,ایرانسل, RISING
کد موجودی ایرانسل,+60%,2019-06-01,ایرانسل, RISING
کد لغو آهنگ پیشواز ایرانسل,+60%,2019-06-01,ایرانسل, RISING
دانلود ایرانسل من نسخه جدید,+60%,2019-06-01,ایرانسل, RISING
کد دریافت تنظیمات اینترنت ایرانسل,+60%,2019-06-01,ایرانسل, RISING
خرید بسته اینترنتی ایرانسل,+60%,2019-06-01,ایرانسل, RISING
لغو آهنگ پیشواز ایرانسل,+50%,2019-06-01,ایرانسل, RISING
موجودی اینترنت ایرانسل,+50%,2019-06-01,ایرانسل, RISING
مناطق تحت پوشش ایرانسل,+50%,2019-06-01,ایرانسل, RISING
شارژ اضطراری همراه اول,+50%,2019-06-01,ایرانسل, RISING
کد خرید بسته اینترنت ایرانسل,+50%,2019-06-01,ایرانسل, RISING
نماوا ایرانسل,+50%,2019-06-01,ایرانسل, RISING
بسته های اینترنت رایتل,+40%,2019-06-01,ایرانسل, RISING
بسته های اینترنت ایرانسل نامحدود,+40%,2019-06-01,ایرانسل, RISING
کد همراه اول,100,2019-06-01,همراه اول, TOP
همراه اول اینترنت,89,2019-06-01,همراه اول, TOP
پیشواز همراه اول,76,2019-06-01,همراه اول, TOP
همراه اول شارژ,71,2019-06-01,همراه اول, TOP
بسته همراه اول,58,2019-06-01,همراه اول, TOP
کد پیشواز همراه اول,45,2019-06-01,همراه اول, TOP
آهنگ پیشواز همراه اول,36,2019-06-01,همراه اول, TOP
سیم کارت همراه اول,24,2019-06-01,همراه اول, TOP
اهنگ پیشواز همراه اول,23,2019-06-01,همراه اول, TOP
بسته اینترنت همراه اول,22,2019-06-01,همراه اول, TOP
ایرانسل,20,2019-06-01,همراه اول, TOP
مکالمه همراه اول,18,2019-06-01,همراه اول, TOP
کد آهنگ پیشواز همراه اول,17,2019-06-01,همراه اول, TOP
کد اینترنت همراه اول,16,2019-06-01,همراه اول, TOP
شماره همراه اول,16,2019-06-01,همراه اول, TOP
قبض همراه اول,15,2019-06-01,همراه اول, TOP
کد اهنگ پیشواز همراه اول,15,2019-06-01,همراه اول, TOP
خط همراه اول,14,2019-06-01,همراه اول, TOP
کد شارژ همراه اول,14,2019-06-01,همراه اول, TOP
انتقال شارژ همراه اول,13,2019-06-01,همراه اول, TOP
همراه اول من,13,2019-06-01,همراه اول, TOP
همراه من,13,2019-06-01,همراه اول, TOP
خرید شارژ همراه اول,13,2019-06-01,همراه اول, TOP
خرید بسته همراه اول,13,2019-06-01,همراه اول, TOP
خرید شارژ,13,2019-06-01,همراه اول, TOP
کد پیشواز همراه اول مهراد جم,"+1,000%",2019-06-01,همراه اول, RISING
امور سهام همراه اول,+250%,2019-06-01,همراه اول, RISING
وارد كردن رمز شارژ همراه اول,+140%,2019-06-01,همراه اول, RISING
فروشگاه همراه اول,+130%,2019-06-01,همراه اول, RISING
روش اطلاع از باقیمانده شارژ همراه اول,+110%,2019-06-01,همراه اول, RISING
تبدیل سیم کارت اعتباری به دائمی همراه اول,+80%,2019-06-01,همراه اول, RISING
مشاهده ریز صورتحساب همراه اول,+70%,2019-06-01,همراه اول, RISING
خرید شارژ همراه اول با رمز دوم کارت,+70%,2019-06-01,همراه اول, RISING
خرید شارژ مستقیم همراه اول,+70%,2019-06-01,همراه اول, RISING
تماس بان همراه اول,+60%,2019-06-01,همراه اول, RISING
کد لغو بسته رزرو همراه اول,+60%,2019-06-01,همراه اول, RISING
قبض تلفن ثابت,+50%,2019-06-01,همراه اول, RISING
mci.ir,+50%,2019-06-01,همراه اول, RISING
اینترنت به صرفه همراه اول,+50%,2019-06-01,همراه اول, RISING
سايت همراه اول,+50%,2019-06-01,همراه اول, RISING
قیمت سیم کارت دائمی همراه اول,+40%,2019-06-01,همراه اول, RISING
فعال كردن تماس از دست رفته همراه اول,+40%,2019-06-01,همراه اول, RISING
سیم کارت دائمی همراه اول,+40%,2019-06-01,همراه اول, RISING
لغو تمدید خودکار همراه اول,+40%,2019-06-01,همراه اول, RISING
اینترنت ایرانسل,100,2019-07-01,ایرانسل, TOP
کد ایرانسل,91,2019-07-01,ایرانسل, TOP
شارژ ایرانسل,88,2019-07-01,ایرانسل, TOP
پیشواز ایرانسل,67,2019-07-01,ایرانسل, TOP
ایرانسل من,53,2019-07-01,ایرانسل, TOP
بسته ایرانسل,53,2019-07-01,ایرانسل, TOP
کد پیشواز ایرانسل,34,2019-07-01,ایرانسل, TOP
سیم کارت ایرانسل,26,2019-07-01,ایرانسل, TOP
بسته اینترنت ایرانسل,26,2019-07-01,ایرانسل, TOP
آهنگ پیشواز ایرانسل,26,2019-07-01,ایرانسل, TOP
ایرانسل مودم,23,2019-07-01,ایرانسل, TOP
اهنگ پیشواز ایرانسل,22,2019-07-01,ایرانسل, TOP
شماره ایرانسل,21,2019-07-01,ایرانسل, TOP
خرید شارژ ایرانسل,19,2019-07-01,ایرانسل, TOP
کد اینترنت ایرانسل,18,2019-07-01,ایرانسل, TOP
کد شارژ ایرانسل,17,2019-07-01,ایرانسل, TOP
کد آهنگ پیشواز ایرانسل,17,2019-07-01,ایرانسل, TOP
کد اهنگ پیشواز ایرانسل,16,2019-07-01,ایرانسل, TOP
خرید اینترنت ایرانسل,16,2019-07-01,ایرانسل, TOP
خرید بسته ایرانسل,15,2019-07-01,ایرانسل, TOP
ایرانسل من دانلود,14,2019-07-01,ایرانسل, TOP
بسته های ایرانسل,14,2019-07-01,ایرانسل, TOP
انتقال شارژ ایرانسل,11,2019-07-01,ایرانسل, TOP
تنظیمات اینترنت ایرانسل,10,2019-07-01,ایرانسل, TOP
خرید بسته اینترنت ایرانسل,9,2019-07-01,ایرانسل, TOP
از دسترس خارج كردن ایرانسل,+400%,2019-07-01,ایرانسل, RISING
نحوه خرید بسته اینترنتی ایرانسل,+190%,2019-07-01,ایرانسل, RISING
نماوا ایرانسل,+140%,2019-07-01,ایرانسل, RISING
تعویض آهنگ پیشواز ایرانسل,+100%,2019-07-01,ایرانسل, RISING
کد بسته های اینترنت ایرانسل ماهانه,+100%,2019-07-01,ایرانسل, RISING
کداهنگ پیشوازایرانسل,+100%,2019-07-01,ایرانسل, RISING
قیمت مودم همراه ایرانسل,+80%,2019-07-01,ایرانسل, RISING
دانلود نرم افزار ایرانسل من,+80%,2019-07-01,ایرانسل, RISING
پیگیری سیم کارت ایرانسل,+80%,2019-07-01,ایرانسل, RISING
ایمیل ایرانسل,+80%,2019-07-01,ایرانسل, RISING
کد پیشواز ایرانسل مهراد جم,+70%,2019-07-01,ایرانسل, RISING
پیشواز ایرانسل مهراد جم,+70%,2019-07-01,ایرانسل, RISING
بسته های اینترنتی ایرانسل,+60%,2019-07-01,ایرانسل, RISING
آهنگ پیشواز ایرانسل مهراد جم,+60%,2019-07-01,ایرانسل, RISING
کد لغو تبلیغات ایرانسل,+60%,2019-07-01,ایرانسل, RISING
کد شارژ رایگان ایرانسل,+60%,2019-07-01,ایرانسل, RISING
پورتال ایرانسل,+60%,2019-07-01,ایرانسل, RISING
ریز مکالمات ایرانسل,+60%,2019-07-01,ایرانسل, RISING
فروشگاه اینترنتی ایرانسل,+50%,2019-07-01,ایرانسل, RISING
فروش سیم کارت ایرانسل,+40%,2019-07-01,ایرانسل, RISING
تنظیمات دستی اینترنت ایرانسل,+40%,2019-07-01,ایرانسل, RISING
کد همراه اول,100,2019-07-01,همراه اول, TOP
اینترنت همراه اول,74,2019-07-01,همراه اول, TOP
پیشواز همراه اول,66,2019-07-01,همراه اول, TOP
